Case Number,Business Address,Parcel Number,Business Name,Owner Name,License Issued Date,License Type,License Description,Business Description,Location
BUS2009-00245,2508 JUNCTION,16012927-9,EL DURANGO BAR,"B.A.S. MANAGEMENT COMPANY, LLC",02/15/2017,NLNL,Loc. Permit(Coin-op games) w/Class C,Limited Liability Co,"location
(42.32282, -83.10513)"
BUS2009-00245,2508 JUNCTION,16012927-9,EL DURANGO BAR,"B.A.S. MANAGEMENT COMPANY, LLC",02/15/2017,NLNL,Coin-Op Game Tag(s)-Self-Owned Unit(s),Limited Liability Co,"location
(42.32282, -83.10513)"
BUS2009-00262,24540 W SEVEN MILE,22016773-4,GET FRESH AUTO LLC,GET FRESH AUTO LLC,03/10/2016,New Owner,Used Auto Dealer,Corporation,"location
(42.42905, -83.28396)"
BUS2009-00243,1455 CENTRE,01004051-3,"PARK-RITE, INC",PARK-RITE INC,10/30/2018,New Owner,Parking Lot-Plate (1-25 cars),,"location
(42.33571, -83.0462)"
BUS2009-00243,1455 CENTRE,01004051-3,"PARK-RITE, INC",PARK-RITE INC,01/07/2016,New Owner,Parking Lot-Plate (1-25 cars),,"location
(42.33571, -83.0462)"
BUS2009-00243,1455 CENTRE,01004051-3,"PARK-RITE, INC",PARK-RITE INC,01/30/2015,New Owner,Parking Lot-Plate (1-25 cars),,"location
(42.33571, -83.0462)"
BUS2009-00235,2134 SPRINGWELLS,20005183.,SHEILA'S BAKERY,SHEILA'S BAKERY LLC,09/25/2015,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.31077, -83.12639)"
BUS2009-00235,2134 SPRINGWELLS,20005183.,SHEILA'S BAKERY,SHEILA'S BAKERY LLC,05/13/2016,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.31077, -83.12639)"
BUS2009-00235,2134 SPRINGWELLS,20005183.,SHEILA'S BAKERY,SHEILA'S BAKERY LLC,08/28/2018,New Owner,Restaurant - Carry Out (No Seats),Corporation,"location
(42.31077, -83.12639)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,05/14/2015,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,05/14/2015,New Owner,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,04/30/2015,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,04/30/2015,New Owner,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,05/24/2018,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,05/24/2018,New Owner,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,08/10/2017,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Corporation,"location
(42.36795, -83.19744)"
BUS2009-00247,9933 GREENFIELD,,"ROB BAYZ, LLC",ROB BAYZ LLC,08/10/2017,New Owner,Restaurant W/Class C (MLCC) Lic.(151 seats & over),Corporation,"location
(42.36795, -83.19744)"
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/27/2015,Renewal,Food Vendor Helper Buttons,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/27/2015,Renewal,Food Vendor Push Cart Plate,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/30/2016,Renewal,Food Vendor Helper Buttons,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/30/2016,Renewal,Food Vendor Push Cart Plate,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/29/2018,Renewal,Food Vendor Helper Buttons,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/29/2018,Renewal,Food Vendor Push Cart Plate,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,07/03/2017,Renewal,Food Vendor Helper Buttons,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,07/03/2017,Renewal,Food Vendor Push Cart Plate,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/29/2017,Renewal,Food Vendor Helper Buttons,Other,
BUS2009-00279,NE CORNER WOODWARD & JEFFERSON,22075542.,NE CORNER OF WOODWARD & JEFFERSON,LORONZO JONES,03/29/2017,Renewal,Food Vendor Push Cart Plate,Other,
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/19/2018,Renewal,Theatre - Stage Show,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/19/2018,Renewal,Riding Devices (Carnival Rides) CC apvd dates,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/19/2018,Renewal,Carnival-Common Council Approved Date(s),Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/19/2018,Renewal,Special Events Vendor,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/19/2018,Renewal,Special Event Vendor Extra,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/22/2016,Renewal,Theatre - Stage Show,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,05/06/2016,New Owner,Landscape Gardner-Plate(s),Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,05/06/2016,New Owner,Landscape Gardener,Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,06/23/2015,New Owner,Landscape Gardner-Plate(s),Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,06/23/2015,New Owner,Landscape Gardener,Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,03/14/2018,New Owner,Landscape Gardner-Plate(s),Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,03/14/2018,New Owner,Landscape Gardener,Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,01/23/2017,New Owner,Landscape Gardner-Plate(s),Other,"location
(42.41697, -83.06167)"
BUS2009-00298,13557 RYAN,13021080-1,ROY W. LANDSCAPING,ROY WRIGHT,01/23/2017,New Owner,Landscape Gardener,Other,"location
(42.41697, -83.06167)"
BUS2009-00318,19005 TELEGRAPH,,RAY'S PIZZA INC,RAY'S PIZZA INC,05/11/2016,NLNL,Restaurant - Carry Out (No Seats),Corporation,"location
(42.42783, -83.27839)"
BUS2009-00318,19005 TELEGRAPH,,RAY'S PIZZA INC,RAY'S PIZZA INC,06/30/2015,NLNL,Restaurant - Carry Out (No Seats),Corporation,"location
(42.42783, -83.27839)"
BUS2009-00350,262 LAKEWOOD,21054400.,JOCELYN HARRIS,JOCELYN HARRIS,09/22/2015,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.36183, -82.93842)"
BUS2009-00361,1167 E GRAND BLVD,15007950-1,KING FISH MARKET INC.,"KING FISH MARKET, INC.",12/12/2017,NLOL,Restaurant - Carry Out (1-30 seats),Corporation,"location
(42.37369, -83.01961)"
BUS2009-00361,1167 E GRAND BLVD,15007950-1,KING FISH MARKET INC.,"KING FISH MARKET, INC.",05/24/2018,NLOL,Restaurant - Carry Out (1-30 seats),Corporation,"location
(42.37369, -83.01961)"
BUS2009-00326,2200 WOODWARD,,"ULTIMATE HYDROFORMING, INC.",SHIRLEY KLYN,01/08/2015,,Motor Truck Permit(s) Additional Units,Corporation,"location
(42.33857, -83.05107)"
BUS2009-00326,2200 WOODWARD,,"ULTIMATE HYDROFORMING, INC.",SHIRLEY KLYN,01/08/2015,,Motor Truck Permit(s),Corporation,"location
(42.33857, -83.05107)"
BUS2009-00326,2200 WOODWARD,,"ULTIMATE HYDROFORMING, INC.",SHIRLEY KLYN,01/06/2016,,Motor Truck Permit(s) Additional Units,Corporation,"location
(42.33857, -83.05107)"
BUS2009-00326,2200 WOODWARD,,"ULTIMATE HYDROFORMING, INC.",SHIRLEY KLYN,01/06/2016,,Motor Truck Permit(s),Corporation,"location
(42.33857, -83.05107)"
BUS2009-00326,2200 WOODWARD,,"ULTIMATE HYDROFORMING, INC.",SHIRLEY KLYN,02/14/2018,,Motor Truck Permit(s),Corporation,"location
(42.33857, -83.05107)"
BUS2009-00382,1 LAFAYETTE PLAISANCE,05003484-6,FOOT VENDING IN CENTRAL BUSINESS DISTRICT/DOWNTOWN IS PROHIBITED,GRACE HOWARD,06/22/2018,New Owner,Vendor - Foot (Button),,"location
(42.34026, -83.03706)"
BUS2009-00315,1301 LEVERETTE,06000361-4,METROTECH AUTOMOTIVE SALES,"DOWNTOWN AUTOMOTIVE GROUP, L.L.C.",03/25/2015,Renewal,Used Auto Dealer,Corporation,"location
(42.33087, -83.06417)"
BUS2009-00315,1301 LEVERETTE,06000361-4,METROTECH AUTOMOTIVE SALES,"DOWNTOWN AUTOMOTIVE GROUP, L.L.C.",04/30/2018,Renewal,Used Auto Dealer,Corporation,"location
(42.33087, -83.06417)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/22/2017,Renewal,Riding Devices (Carnival Rides) CC apvd dates,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/22/2017,Renewal,Carnival-Common Council Approved Date(s),Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/22/2017,Renewal,Special Events Vendor,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00312,19684 ROSCOMMON,,"RIVER DAYS ON THE RIVERWALK JUNE 22-24, 2018",DETROIT RIVERFRONT CONSERVANCY,06/22/2017,Renewal,Special Event Vendor Extra,Corporation,"location
(42.43368, -82.93748)"
BUS2009-00334,4603 WOODHALL,21076079.,CLARENCE LEWIS BARNES JR,CLARENCE BARNES JR,05/26/2017,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.40539, -82.92504)"
BUS2009-00367,6457 YINGER AVE.,,FRF TRANSPORT INC.,FRF TRANSPORT INC,01/19/2017,,Motor Truck Permit(s),Corporation,"location
(42.33748, -83.19497)"
BUS2009-00367,6457 YINGER AVE.,,FRF TRANSPORT INC.,FRF TRANSPORT INC,02/14/2018,,Motor Truck Permit(s),Corporation,"location
(42.33748, -83.19497)"
BUS2009-00367,6457 YINGER AVE.,,FRF TRANSPORT INC.,FRF TRANSPORT INC,03/05/2015,,Motor Truck Permit(s),Corporation,"location
(42.33748, -83.19497)"
BUS2009-00367,6457 YINGER AVE.,,FRF TRANSPORT INC.,FRF TRANSPORT INC,01/07/2016,,Motor Truck Permit(s),Corporation,"location
(42.33748, -83.19497)"
BUS2009-00316,4207 OLIVER ST.,,SAEED ABDO-M AL-MORISSI,SAEED ABDO MORISSI,08/08/2018,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39233, -83.03799)"
BUS2009-00316,4207 OLIVER ST.,,SAEED ABDO-M AL-MORISSI,SAEED ABDO MORISSI,06/03/2015,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39233, -83.03799)"
BUS2009-00316,4207 OLIVER ST.,,SAEED ABDO-M AL-MORISSI,SAEED ABDO MORISSI,06/01/2016,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39233, -83.03799)"
BUS2009-00316,4207 OLIVER ST.,,SAEED ABDO-M AL-MORISSI,SAEED ABDO MORISSI,05/24/2017,New Owner,Vendor - Street (Edible Items) Plate,,"location
(42.39233, -83.03799)"
BUS2009-00390,150 MICHIGAN,02000260.,PARK RITE WAYNE,"PARK RITE WAYNE, INC.",04/11/2018,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33194, -83.04919)"
BUS2009-00390,150 MICHIGAN,02000260.,PARK RITE WAYNE,"PARK RITE WAYNE, INC.",01/30/2015,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33194, -83.04919)"
BUS2009-00390,150 MICHIGAN,02000260.,PARK RITE WAYNE,"PARK RITE WAYNE, INC.",01/07/2016,New Owner,Parking Lot-Plate (301 cars & up),Corporation,"location
(42.33194, -83.04919)"
BUS2009-00363,15535 W MCNICHOLS,22012970-2,WILD WILD WEST WINGS,WILD WILD WEST WINGS,11/09/2016,New Owner,Restaurant - Carry Out (No Seats),Limited Liability Co,"location
(42.41569, -83.20014)"
BUS2009-00363,15535 W MCNICHOLS,22012970-2,WILD WILD WEST WINGS,WILD WILD WEST WINGS,11/14/2018,New Owner,Restaurant - Carry Out (No Seats),Limited Liability Co,"location
(42.41569, -83.20014)"
BUS2009-00363,15535 W MCNICHOLS,22012970-2,WILD WILD WEST WINGS,WILD WILD WEST WINGS,05/02/2017,New Owner,Restaurant - Carry Out (No Seats),Limited Liability Co,"location
(42.41569, -83.20014)"
BUS2009-00325,13916 APPOLINE,22020987.,MOM N' LIZ  ,ELIZABETH GODWIN,06/03/2015,,Vendor - Street (Edible Items) Plate,,"location
(42.38857, -83.16961)"
BUS2009-00472,2244 E. JEFFERSON,,"JD CANDLER ROOFING COMPANY, INC","JD CANDLER ROOFING COMPANY, INC",01/15/2016,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33747, -83.02429)"
BUS2009-00472,2244 E. JEFFERSON,,"JD CANDLER ROOFING COMPANY, INC","JD CANDLER ROOFING COMPANY, INC",01/17/2017,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33747, -83.02429)"
BUS2009-00472,2244 E. JEFFERSON,,"JD CANDLER ROOFING COMPANY, INC","JD CANDLER ROOFING COMPANY, INC",03/07/2018,Renewal,Motor Truck Permit(s),Corporation,"location
(42.33747, -83.02429)"
BUS2009-00454,12901 JOSEPH CAMPAU,,"A K A AUTO, LLC","A K A AUTO, LLC",01/07/2015,New Owner,Used Auto Dealer,,"location
(42.40956, -83.06684)"
BUS2009-00454,12901 JOSEPH CAMPAU,,"A K A AUTO, LLC","A K A AUTO, LLC",12/11/2017,New Owner,Used Auto Dealer,,"location
(42.40956, -83.06684)"
BUS2009-00454,12901 JOSEPH CAMPAU,,"A K A AUTO, LLC","A K A AUTO, LLC",01/05/2018,New Owner,Used Auto Dealer,,"location
(42.40956, -83.06684)"
BUS2009-00454,12901 JOSEPH CAMPAU,,"A K A AUTO, LLC","A K A AUTO, LLC",03/03/2017,New Owner,Used Auto Dealer,,"location
(42.40956, -83.06684)"
BUS2009-00454,12901 JOSEPH CAMPAU,,"A K A AUTO, LLC","A K A AUTO, LLC",12/15/2015,New Owner,Used Auto Dealer,,"location
(42.40956, -83.06684)"
BUS2009-00395,14855 GRATIOT,21029167.,LIN PEKING CHINESE RESTAURANT,KAI KIN,01/04/2017,NLOL,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.44206, -82.97318)"
BUS2009-00395,14855 GRATIOT,21029167.,LIN PEKING CHINESE RESTAURANT,KAI KIN,10/22/2018,NLOL,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.44206, -82.97318)"
BUS2009-00395,14855 GRATIOT,21029167.,LIN PEKING CHINESE RESTAURANT,KAI KIN,10/12/2017,NLOL,Restaurant - Carry Out (No Seats),Sole Proprietor,"location
(42.44206, -82.97318)"
BUS2009-00413,5700 CANTON,15010179.,KRYSTAL'S KORNER,KRYSTAL'S KORNER,04/28/2016,New Owner,Cabaret A - W/MLCC /with Dance & Entertainment,Sole Proprietor,"location
(42.3781, -83.02478)"
BUS2009-00413,5700 CANTON,15010179.,KRYSTAL'S KORNER,KRYSTAL'S KORNER,04/28/2016,New Owner,Restaurant W/Class C (MLCC) Lic.(101-150 seats),Sole Proprietor,"location
(42.3781, -83.02478)"
BUS2009-00413,5700 CANTON,15010179.,KRYSTAL'S KORNER,KRYSTAL'S KORNER,04/28/2016,New Owner,Billiard Table Tag(s) Self-Owned Unit(s),Sole Proprietor,"location
(42.3781, -83.02478)"
BUS2009-00423,1140 CLAY,,"I - 75 TRUCK STOP, LLC","I - 75 TRUCK STOP, LLC",12/11/2017,New Owner,Cigarette - Retail,Corporation,"location
(42.37784, -83.06389)"
BUS2009-00423,1140 CLAY,,"I - 75 TRUCK STOP, LLC","I - 75 TRUCK STOP, LLC",12/11/2017,New Owner,Gas Station (Self Service),Corporation,"location
(42.37784, -83.06389)"
BUS2009-00474,20000 JOHN R,,MTA AUTO INC,MTA AUTO INC,12/01/2015,New Owner,Used Auto Dealer,Corporation,"location
(42.44032, -83.1023)"
BUS2009-00474,20000 JOHN R,,MTA AUTO INC,MTA AUTO INC,09/28/2018,New Owner,Used Auto Dealer,Corporation,"location
(42.44032, -83.1023)"
BUS2009-00425,3443 FENKELL,12005291-5,FENKELL & DEXTER FUELS INC,FENKELL & DEXTER FUELS INC,03/22/2016,New Owner,Cigarette - Retail,Corporation,"location
(42.40249, -83.13495)"
BUS2009-00425,3443 FENKELL,12005291-5,FENKELL & DEXTER FUELS INC,FENKELL & DEXTER FUELS INC,03/22/2016,New Owner,Gas Station (Self Service),Corporation,"location
(42.40249, -83.13495)"
BUS2009-00425,3443 FENKELL,12005291-5,FENKELL & DEXTER FUELS INC,FENKELL & DEXTER FUELS INC,10/10/2018,New Owner,Cigarette - Retail,Corporation,"location
(42.40249, -83.13495)"
BUS2009-00425,3443 FENKELL,12005291-5,FENKELL & DEXTER FUELS INC,FENKELL & DEXTER FUELS INC,10/10/2018,New Owner,Gas Station (Self Service),Corporation,"location
(42.40249, -83.13495)"
BUS2009-00410,19721 W SEVEN MILE,,THE CRAB HOUSE,THE CRAB HOUSE,09/29/2017,New Owner,Restaurant - Carry Out (1-30 seats),,"location
(42.42934, -83.23724)"
BUS2009-00410,19721 W SEVEN MILE,,THE CRAB HOUSE,THE CRAB HOUSE,10/06/2015,New Owner,Restaurant - Carry Out (1-30 seats),,"location
(42.42934, -83.23724)"
BUS2009-00453,14630 MACK,21001020.,CJT FOOD ENTERPRISES LLC,CJT FOOD ENTERPRISES LLC,03/27/2015,New Owner,Restaurant - Carry Out (1-30 seats),Corporation,"location
(42.38681, -82.95043)"
BUS2009-00489,3033 RUSSELL,07002456.,EASTERN MARKET PARKING LOTS #8,EASTERN MARKET CORPORATION,03/15/2018,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.34926, -83.04331)"
BUS2009-00409,2629 E VERNOR,11001024-6,"MR. FISH & SEAFOOD, INC.","MR. FISH & SEAFOOD, INC.",04/15/2015,New Owner,Restaurant - Carry Out (No Seats),,"location
(42.35046, -83.02976)"
BUS2009-00409,2629 E VERNOR,11001024-6,"MR. FISH & SEAFOOD, INC.","MR. FISH & SEAFOOD, INC.",05/02/2018,New Owner,Restaurant - Carry Out (No Seats),,"location
(42.35046, -83.02976)"
BUS2009-00409,2629 E VERNOR,11001024-6,"MR. FISH & SEAFOOD, INC.","MR. FISH & SEAFOOD, INC.",04/28/2016,New Owner,Restaurant - Carry Out (No Seats),,"location
(42.35046, -83.02976)"
BUS2009-00409,2629 E VERNOR,11001024-6,"MR. FISH & SEAFOOD, INC.","MR. FISH & SEAFOOD, INC.",03/29/2017,New Owner,Restaurant - Carry Out (No Seats),,"location
(42.35046, -83.02976)"
BUS2009-00493,1580 WILKINS,07000925-47,EASTERN MARKET PARKING LOT 7,EASTERN MARKET CORPORATION,02/13/2015,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.35057, -83.04029)"
BUS2009-00493,1580 WILKINS,07000925-47,EASTERN MARKET PARKING LOT 7,EASTERN MARKET CORPORATION,01/29/2016,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.35057, -83.04029)"
BUS2009-00493,1580 WILKINS,07000925-47,EASTERN MARKET PARKING LOT 7,EASTERN MARKET CORPORATION,03/15/2018,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.35057, -83.04029)"
BUS2009-00503,18525 W SEVEN MILE,22016387-93,SEVEN MILE FUEL MART INC.,SEVEN MILE FUEL MART INC.,08/13/2018,NLOL,Cigarette - Retail,Corporation,"location
(42.42962, -83.22499)"
BUS2009-00503,18525 W SEVEN MILE,22016387-93,SEVEN MILE FUEL MART INC.,SEVEN MILE FUEL MART INC.,08/13/2018,NLOL,Gas Station (Self Service),Corporation,"location
(42.42962, -83.22499)"
BUS2009-00503,18525 W SEVEN MILE,22016387-93,SEVEN MILE FUEL MART INC.,SEVEN MILE FUEL MART INC.,09/23/2015,NLOL,Cigarette - Retail,Corporation,"location
(42.42962, -83.22499)"
BUS2009-00512,18005 DEQUINDRE,09016898.,TIRE SERVICE INC,TIRE SERVICE INC,09/26/2017,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.42555, -83.0829)"
BUS2009-00512,18005 DEQUINDRE,09016898.,TIRE SERVICE INC,TIRE SERVICE INC,12/10/2015,New Owner,Secondhand Store (Tires Only),Corporation,"location
(42.42555, -83.0829)"
BUS2009-00522,1502 RANDOLPH,01003939-44,"LA CASA DE LA HABANA DETROIT,  INC","LA CASA DE LA HABANA DETROIT, INC",07/06/2018,New Owner,Cabaret B - Private Club - W/MLCC Lic.,Corporation,"location
(42.33664, -83.046)"
BUS2009-00522,1502 RANDOLPH,01003939-44,"LA CASA DE LA HABANA DETROIT,  INC","LA CASA DE LA HABANA DETROIT, INC",07/06/2018,New Owner,Bar Class C (101-150 seats),Corporation,"location
(42.33664, -83.046)"
BUS2009-00522,1502 RANDOLPH,01003939-44,"LA CASA DE LA HABANA DETROIT,  INC","LA CASA DE LA HABANA DETROIT, INC",06/01/2015,New Owner,Cabaret B - Private Club - W/MLCC Lic.,Corporation,"location
(42.33664, -83.046)"
BUS2009-00522,1502 RANDOLPH,01003939-44,"LA CASA DE LA HABANA DETROIT,  INC","LA CASA DE LA HABANA DETROIT, INC",06/01/2015,New Owner,Bar Class C (101-150 seats),Corporation,"location
(42.33664, -83.046)"
BUS2009-00519,19700 MIDDLESEX,,NEIGHBORHOODS ONLY --DOWNTOWN CBD & PARKS PROHIBITED ,CHARLES TURNER,07/25/2017,New Owner,Vendor - Foot (Button),Other,"location
(42.34748, -83.18195)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",10/06/2016,NLOL,MVH/Luxury Sedan (Seats 6 & Driver),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",10/06/2016,NLOL,Motor Vehicle for Hire (Limousine),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",10/06/2016,NLOL,Motor Vehicle for Hire (Limousine),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",10/06/2016,NLOL,Motor Vehicle for Hire (Limousine),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",10/06/2016,NLOL,Motor Vehicle for Hire (Limousine),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00520,28880 LORNA,,LAVDAS LIMOUSINES,"LAVDAS ENTERPRISES, INC.",06/28/2016,NLOL,MVH/Luxury Sedan (Seats 6 & Driver),Corporation,"location
(42.46097, -82.88821)"
BUS2009-00500,9970 FREELAND,22035439-40,NOOR USED CAR SALES,NOOR ELECTRIC INC.,11/08/2016,NLNL,Used Auto Dealer,Corporation,"location
(42.36944, -83.18346)"
BUS2009-00500,9970 FREELAND,22035439-40,NOOR USED CAR SALES,NOOR ELECTRIC INC.,05/10/2016,NLNL,Used Auto Dealer,Corporation,"location
(42.36944, -83.18346)"
BUS2009-00498,16920 JOY RD,,AUTO HUT INC,AUTO HUT INC,12/01/2015,NLNL,Used Auto Dealer,Corporation,"location
(42.35544, -83.31006)"
BUS2009-00489,3033 RUSSELL,07002456.,EASTERN MARKET PARKING LOTS #8,EASTERN MARKET CORPORATION,02/13/2015,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.34926, -83.04331)"
BUS2009-00489,3033 RUSSELL,07002456.,EASTERN MARKET PARKING LOTS #8,EASTERN MARKET CORPORATION,01/29/2016,New Owner,Parking Lot-Plate (101-200 cars),Limited Partnership,"location
(42.34926, -83.04331)"
BUS2009-00529,12 SW CORNER WITHERELL & ADAMS,,"JOE'S LIQUOR & WINE SHOPPE, INC","JOE'S LIQUOR & WINE SHOPPE, INC",08/22/2017,New Owner,Cigarette - Retail,Corporation,
BUS2009-00553,12591 HARPER,21004250.,ALEXANDRIA MARKET LLC,ALEXANDRIA MARKET LLC,08/19/2016,New Owner,Cigarette - Retail,Limited Liability Co,"location
(42.40128, -82.97707)"
BUS2009-00553,12591 HARPER,21004250.,ALEXANDRIA MARKET LLC,ALEXANDRIA MARKET LLC,09/07/2017,New Owner,Cigarette - Retail,Limited Liability Co,"location
(42.40128, -82.97707)"
BUS2009-00553,12591 HARPER,21004250.,ALEXANDRIA MARKET LLC,ALEXANDRIA MARKET LLC,12/21/2016,New Owner,Cigarette - Retail,Limited Liability Co,"location
(42.40128, -82.97707)"
